ID_CLIENT,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,STATE_OF_BIRTH,CITY_OF_BIRTH,NATIONALITY,RESIDENTIAL_STATE,RESIDENTIAL_CITY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,MONTHS_IN_THE_JOB,OCCUPATION_TYPE,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,TARGET_LABEL_BAD=1
8756,10,0,0,1,2,0,11,6354,1,25,1293,1.0,0.0,850.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,2,0,51,1
8757,5,0,0,1,5,0,26,5753,1,25,1960,2.0,1.0,759.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,39,1
8758,10,0,0,2,6,2,26,3239,1,25,1264,2.0,4.0,600.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,2,0,29,1
8759,10,0,0,2,1,0,23,4319,1,22,1649,1.0,22.0,351.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,71,0
8760,5,2,0,2,2,3,17,2061,1,16,791,1.0,1.0,524.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,31,0
8762,10,0,0,2,2,0,18,6411,1,25,1559,1.0,11.0,1578.0,0,0,0,0,0,0,0,0,0,0,26,0,2.0,0,0,0,0,1,0,31,0
8763,10,2,0,2,2,3,6,742,1,5,1811,1.0,6.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,2,0,71,1
8764,15,0,0,1,1,0,6,2622,1,5,508,5.0,2.0,416.0,0,0,0,0,0,1,1,0,1,1,6,0,2.0,0,0,0,0,2,0,31,0
8765,10,2,0,2,1,2,5,3378,1,25,2103,5.0,1.0,496.2,0,0,1,0,0,0,0,0,0,1,26,0,5.0,0,0,0,0,1,0,31,0
8766,10,2,0,1,1,0,14,3655,1,13,1148,1.0,9.0,350.0,300,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,27,0
8767,10,2,0,2,2,2,8,1460,1,7,514,1.0,0.0,416.87,0,0,0,0,0,0,0,0,0,1,8,0,2.0,0,0,0,0,1,0,28,0
8768,5,0,0,2,2,2,26,2818,1,25,1110,1.0,7.0,2180.0,0,0,0,0,0,1,1,0,1,1,26,0,5.0,0,0,0,0,1,0,45,0
8769,1,2,0,1,2,0,16,626,1,15,1890,1.0,13.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,51,0
8770,10,0,0,1,2,1,0,0,0,18,1860,2.0,0.0,1425.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,38,1
8771,25,0,0,2,2,2,11,864,1,10,2169,1.0,0.0,573.0,0,0,0,0,0,1,1,0,1,1,11,0,2.0,0,0,0,0,1,0,36,0
8772,10,2,0,2,1,1,16,3191,1,15,1656,1.0,10.0,475.0,0,0,0,0,0,0,0,0,0,1,11,0,2.0,0,0,0,0,1,0,28,0
8774,15,0,0,1,4,0,5,860,1,4,2486,1.0,25.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,59,1
8776,25,0,0,1,1,1,4,3345,1,3,1301,1.0,0.0,485.0,0,0,0,0,0,0,0,0,0,1,4,0,2.0,0,0,0,0,1,0,37,0
8780,15,2,0,2,2,0,23,1081,1,22,414,1.0,5.0,1111.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,57,0
8781,10,0,0,2,2,0,2,327,1,1,107,1.0,8.0,450.0,0,0,1,0,0,1,1,35000,1,1,2,0,2.0,0,0,0,0,1,0,29,0
8782,25,2,0,1,2,0,20,3798,1,19,1520,1.0,30.0,450.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,55,1
8783,20,0,0,2,6,0,15,7623,1,14,2771,1.0,9.0,876.0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,2,0,39,0
8784,20,1,0,2,1,0,26,7969,1,25,1730,1.0,1.0,522.0,0,0,0,0,0,0,0,0,0,1,26,0,2.0,0,0,0,0,2,0,21,0
8785,15,2,0,1,1,1,26,1588,1,25,833,1.0,30.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,34,0
8787,10,2,0,2,2,0,9,2797,1,8,176,1.0,15.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,44,0
8788,1,0,0,2,2,2,23,4945,1,22,1903,1.0,5.0,1500.0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,42,0
8789,5,0,0,1,2,0,14,1093,1,13,342,1.0,25.0,350.0,700,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,68,1
8791,10,0,0,1,1,0,5,7399,1,4,2696,1.0,4.0,350.0,0,0,0,0,0,1,1,8000,1,0,0,0,2.0,0,0,0,0,1,0,66,1
8792,10,1,0,2,2,3,14,4143,1,13,1586,1.0,1.0,623.0,0,0,0,0,0,0,0,0,0,1,14,0,2.0,0,0,0,0,1,0,38,0
8793,10,0,0,1,2,0,11,6147,1,8,1957,1.0,40.0,560.0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,2,0,49,0
8796,25,2,0,1,2,0,1,4904,1,0,1854,1.0,17.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,39,0
8797,15,0,0,1,7,0,23,4319,1,22,1649,1.0,50.0,650.0,350,1,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,1,0,51,0
8798,10,1,0,1,1,5,1,8460,1,22,2469,1.0,1.0,875.0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,24,1
8799,20,2,0,2,2,0,16,1020,1,15,905,1.0,17.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,56,0
8801,15,0,0,1,2,0,6,3452,1,5,831,1.0,10.0,2300.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,43,1
8802,20,0,0,1,1,0,5,5198,1,25,2270,1.0,5.0,485.0,0,1,0,0,0,1,1,0,1,1,0,0,0.0,0,0,0,0,1,0,58,0
8803,1,0,0,1,2,0,23,2310,1,22,49,1.0,12.0,1061.0,0,1,1,0,0,1,1,0,1,1,23,0,2.0,0,0,0,0,1,0,55,0
8804,10,0,0,2,6,0,16,4638,1,15,1626,1.0,5.0,506.0,400,0,1,0,0,1,1,0,1,1,16,0,2.0,0,0,0,0,1,0,28,0
8805,10,2,0,1,2,0,23,2173,1,22,1649,1.0,16.0,3600.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,50,0
8806,25,0,0,1,6,1,26,5642,1,25,923,1.0,0.0,650.0,0,0,0,0,0,1,1,0,1,1,26,0,2.0,0,0,0,0,1,0,18,0
8808,10,0,0,1,1,1,16,3849,1,15,1890,1.0,5.0,393.0,0,1,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,1,0,68,0
8809,25,2,0,2,2,3,15,1326,1,14,520,1.0,5.0,316.0,0,0,0,0,0,0,0,0,0,1,15,0,2.0,0,0,0,0,2,0,36,1
8810,10,2,0,1,1,4,26,5642,1,25,2270,1.0,30.0,437.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,30,0
8811,10,1,0,1,2,2,16,7480,1,15,1135,1.0,1.0,2400.0,0,0,0,0,0,0,0,0,0,1,16,0,2.0,0,0,0,0,1,0,27,1
8812,5,0,0,1,4,0,2,3358,1,1,1307,1.0,18.0,320.0,0,0,0,0,0,1,1,0,1,1,0,0,1.0,0,0,0,0,1,0,69,0
8813,20,0,0,2,2,2,26,2486,1,25,955,1.0,5.0,1000.0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,2,0,37,1
8814,20,2,0,1,2,0,5,5198,1,4,1932,1.0,29.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,29,1
8816,5,2,0,1,4,0,20,3726,1,5,802,1.0,42.0,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,70,0
8817,20,0,0,1,1,0,5,2661,1,4,751,1.0,14.0,529.0,0,0,0,0,0,1,1,0,1,1,5,0,2.0,0,0,0,0,2,0,48,1
8819,25,0,0,1,2,0,20,3353,1,19,1465,1.0,20.0,1843.0,0,0,0,0,0,1,1,0,1,1,20,0,2.0,0,0,0,0,1,0,47,1
8820,10,0,0,1,1,2,0,0,0,11,436,2.0,0.0,400.0,0,0,0,0,0,1,1,0,1,1,12,0,5.0,0,0,0,0,1,0,46,0
8821,10,2,0,1,2,0,14,141,1,2,1318,1.0,12.0,225.0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,1,0,44,0
8822,15,2,0,1,2,1,26,3237,1,25,2270,3.0,1.0,1300.0,0,0,0,0,0,0,0,0,0,1,26,0,2.0,0,0,0,0,7,0,42,1
8824,1,0,0,2,1,0,0,0,0,10,1732,5.0,1.0,804.0,0,0,0,0,0,0,0,0,0,1,11,0,2.0,0,0,0,0,2,0,49,1
8825,5,2,0,1,1,1,10,29,1,13,2377,1.0,5.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,23,0
8826,10,0,0,1,2,0,26,6125,1,25,1351,1.0,21.0,500.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,47,0
8827,20,2,0,1,1,1,5,5231,1,4,789,1.0,2.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,2,0,23,1
8828,10,0,0,1,2,0,23,5468,1,22,2036,2.0,0.0,438.0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,0,0,0,0,1,0,37,0
8829,20,0,0,2,2,0,6,3078,1,5,802,1.0,2.0,350.0,0,0,0,0,0,1,1,0,1,1,6,0,5.0,0,0,0,0,1,0,29,1
8830,10,2,0,2,6,1,10,3795,1,12,166,1.0,2.0,385.0,0,0,0,0,0,0,0,45000,0,1,13,0,2.0,0,0,0,0,1,0,22,0
8831,1,2,0,2,2,2,26,8087,1,25,2885,1.0,15.0,517.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,42,0
8833,10,0,0,2,1,0,23,4319,1,22,1776,1.0,18.0,1180.0,0,1,1,0,0,1,1,0,1,1,23,0,2.0,0,0,0,0,1,0,30,0
8835,10,0,0,1,3,0,2,3465,1,1,1307,1.0,10.0,1178.0,0,0,1,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,7,0,34,0
8837,25,2,0,1,1,0,13,6994,1,8,2537,1.0,26.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2,0,57,1
8838,25,2,0,1,1,0,5,5198,1,4,2228,1.0,8.0,392.0,0,0,0,0,0,0,0,0,0,1,5,0,5.0,0,0,0,0,1,0,47,1
8839,25,2,0,1,2,1,26,5642,1,25,2270,1.0,2.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,24,0
8840,10,0,0,2,0,1,0,0,0,17,604,1.0,0.0,783.0,0,0,0,0,0,1,1,0,1,1,18,0,5.0,0,0,0,0,1,0,42,1
8841,15,0,0,1,2,1,5,5823,1,25,2270,1.0,10.0,400.0,0,1,0,0,0,1,1,0,1,1,0,0,0.0,0,0,0,0,1,0,31,0
8842,5,0,0,2,2,0,16,3348,1,15,1822,1.0,18.0,360.0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,7,0,45,0
8844,1,2,0,2,3,0,5,6486,1,4,2438,1.0,27.0,1493.0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,2,0,62,0
8846,5,0,0,1,2,4,16,4812,1,15,1135,1.0,0.0,300.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,36,0
8847,25,0,0,2,1,5,2,1055,1,1,155,1.0,5.0,571.0,0,0,0,0,0,1,1,0,1,1,2,0,5.0,0,0,0,0,1,0,39,0
8848,10,2,0,1,2,0,13,1633,1,12,2462,1.0,1.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,39,0
8849,5,2,0,1,2,0,15,6963,1,14,2767,1.0,10.0,2185.25,0,0,0,0,0,0,0,0,0,1,15,0,5.0,0,0,0,0,1,0,50,0
8851,10,0,0,1,1,0,16,4252,1,15,1135,1.0,26.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,69,1
8852,25,2,0,2,2,0,10,2498,1,9,959,1.0,1.0,544.0,0,0,0,0,0,0,0,0,0,1,10,0,3.0,0,0,0,0,1,0,23,0
8854,10,0,0,2,2,3,0,0,0,10,2408,1.0,0.0,1243.0,0,0,0,0,0,1,1,0,0,1,11,0,2.0,0,0,0,0,1,0,41,0
8855,10,2,0,2,2,2,19,6994,1,18,436,2.0,1.0,722.0,0,0,0,0,0,0,0,0,0,1,19,0,2.0,0,0,0,0,1,0,63,0
8857,10,1,0,1,4,2,6,3443,1,5,1328,1.0,1.0,247.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,76,0
8859,15,0,0,2,2,3,0,0,0,26,104,1.0,0.0,360.0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,1,0,49,0
8860,20,2,0,1,1,1,23,181,1,22,1717,1.0,18.0,980.0,0,0,1,0,0,1,1,60000,0,1,23,0,2.0,0,0,0,0,1,0,32,0
8861,25,0,0,1,2,0,2,3358,1,1,1307,1.0,2.0,500.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,29,1
8862,15,0,0,2,2,2,11,1447,1,20,1185,4.0,2.0,474.0,0,1,0,0,0,1,1,0,1,1,21,0,5.0,0,0,0,0,1,0,59,1
8863,15,0,0,1,4,0,26,3010,1,25,232,1.0,0.0,1300.0,0,0,0,0,0,1,1,0,1,1,0,0,5.0,0,0,0,0,1,0,56,0
8864,20,0,0,2,0,0,0,0,0,13,1148,2.0,0.0,600.0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,0,0,0,0,1,0,57,0
8865,5,2,0,2,4,0,23,1338,1,22,2434,2.0,2.0,961.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,56,0
8867,15,2,0,2,1,0,6,4783,1,5,1437,1.0,3.0,391.0,0,1,1,0,0,0,0,0,0,0,6,0,2.0,0,0,0,0,1,0,27,1
8868,25,0,0,1,1,0,0,0,0,10,272,1.0,0.0,390.0,0,0,1,0,0,1,1,0,1,1,11,0,2.0,0,0,0,0,2,0,62,1
8870,5,2,0,2,1,0,20,3353,1,19,2068,1.0,20.0,380.0,0,0,0,0,0,0,0,0,0,1,20,0,2.0,0,0,0,0,1,0,39,0
8871,15,0,0,1,2,0,12,315,1,11,1704,5.0,2.0,232.0,0,0,0,0,0,1,1,0,1,1,0,0,3.0,0,0,0,0,1,0,32,1
8872,10,2,0,1,1,1,23,4539,1,22,1792,1.0,9.0,600.0,0,0,0,0,0,0,0,0,0,1,23,0,2.0,0,0,0,0,1,0,25,1
8873,10,2,0,1,1,0,26,8194,1,25,2270,2.0,3.0,1200.0,0,0,0,0,0,0,0,0,0,1,26,0,2.0,0,0,0,0,1,0,48,0
8874,15,0,0,1,2,0,15,2763,1,14,423,1.0,5.0,400.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,43,0
8875,15,0,0,1,1,0,6,352,1,5,831,1.0,25.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,50,0
8876,10,0,0,1,1,0,26,5235,1,13,279,1.0,30.0,355.0,0,0,0,0,0,1,1,0,1,1,26,0,5.0,0,0,0,0,2,0,49,0
8877,15,2,0,2,3,0,2,3385,1,1,1307,1.0,25.0,900.0,1200,1,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,44,0
8878,25,2,0,2,1,1,5,2019,1,4,231,2.0,4.0,1300.0,0,1,0,0,0,0,0,0,0,1,5,0,2.0,0,0,0,0,2,0,33,0
8879,15,0,0,1,2,0,11,1953,1,25,427,1.0,15.0,430.0,700,0,0,0,0,0,0,45000,1,1,26,0,2.0,0,0,0,0,1,0,47,0
8880,25,0,0,2,1,1,18,174,1,25,2231,1.0,6.0,685.0,0,0,0,0,0,1,1,0,0,1,26,0,2.0,0,0,0,0,1,0,26,1
8882,25,0,0,1,1,0,18,4499,1,17,916,1.0,9.0,489.0,0,0,0,0,0,1,1,25000,0,1,18,0,2.0,0,0,0,0,1,0,58,0
8883,10,0,0,1,2,0,26,5642,1,25,2270,1.0,15.0,2200.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,38,0
8884,25,2,0,1,6,0,6,2084,1,5,508,1.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,38,1
8885,10,0,0,1,2,0,6,1578,1,25,1559,1.0,14.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,63,0
8886,1,2,0,1,2,0,6,7281,1,25,923,1.0,6.0,690.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,56,0
8887,10,2,0,2,6,1,6,1303,1,5,508,1.0,5.0,746.0,0,0,0,0,0,0,0,0,0,1,6,0,2.0,0,0,0,0,1,0,31,0
8888,25,2,0,1,1,0,13,1633,1,12,2458,1.0,1.0,1907.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,36,0
8889,15,2,0,2,2,1,26,4023,1,25,1549,5.0,7.0,762.0,0,0,0,0,0,0,0,0,0,1,26,0,5.0,0,0,0,0,1,0,25,0
8890,25,0,0,2,2,0,5,4934,1,25,1736,1.0,17.0,1463.0,0,0,0,0,0,0,0,0,1,1,26,0,2.0,0,0,0,0,2,0,30,0
8891,25,1,0,1,4,0,15,6909,1,14,1191,1.0,1.0,2340.0,0,0,0,0,0,1,1,0,0,1,15,0,1.0,0,0,0,0,1,0,61,0
8892,10,0,0,1,2,0,20,3842,1,19,1520,1.0,12.0,266.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,1,0,33,1
8893,10,0,0,1,2,5,6,4777,1,5,1810,1.0,3.0,350.0,0,0,0,0,0,1,1,0,1,1,0,0,1.0,0,0,0,0,1,0,46,1
8894,5,2,0,1,1,0,19,8031,1,18,2869,1.0,6.0,447.55,0,0,0,0,0,0,0,28000,0,1,19,0,2.0,0,0,0,0,1,0,18,1
8895,15,2,0,1,1,0,18,3491,1,17,1343,1.0,14.0,505.0,0,0,0,0,0,0,0,0,0,1,18,0,2.0,0,0,0,0,1,0,21,0
8896,10,2,0,1,5,0,23,5008,1,22,2278,1.0,5.0,351.33,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,80,0
8897,10,0,0,1,2,2,18,1525,1,25,1218,1.0,2.0,1500.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,2,0,60,0
8898,5,1,0,2,2,3,27,8451,1,1,1307,1.0,1.0,668.0,0,0,0,0,0,1,1,0,0,1,2,0,2.0,0,0,0,0,1,0,42,1
8899,5,0,0,2,1,0,16,4354,1,4,1207,1.0,20.0,560.0,0,0,0,0,0,1,1,0,1,1,16,0,5.0,0,0,0,0,1,0,27,0
8900,10,0,0,1,2,1,26,5642,1,25,1897,1.0,16.0,500.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,1,0,36,0
8901,15,2,0,1,6,0,6,2757,1,5,802,1.0,6.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,44,1
8903,25,2,0,1,2,0,6,3077,1,5,1328,2.0,2.0,416.0,500,0,0,0,0,0,0,0,0,1,6,0,5.0,0,0,0,0,1,0,26,1
8904,10,0,0,1,2,0,5,2781,1,25,898,1.0,7.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,2,0,34,0
8905,25,2,0,1,1,2,14,6261,1,13,342,1.0,20.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,37,1
8906,5,2,0,2,1,1,23,531,1,22,209,1.0,18.0,664.0,0,0,0,0,0,0,0,0,0,1,23,0,2.0,0,0,0,0,1,0,48,0
8907,15,2,0,1,2,0,16,8251,1,15,2939,1.0,5.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,61,0
8908,10,0,0,2,2,0,26,5642,1,25,2270,0.0,0.0,1800.0,0,1,1,0,0,1,1,0,1,1,26,0,5.0,0,0,0,0,1,0,37,0
8909,5,2,0,2,1,0,23,5284,1,22,1792,1.0,30.0,600.0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,49,0
8912,10,1,0,2,2,2,11,7111,1,10,570,2.0,1.0,987.0,0,0,0,0,0,1,1,0,0,1,11,0,2.0,0,0,0,0,2,0,44,0
8913,1,2,0,1,2,0,20,3042,1,19,1465,1.0,4.0,536.66,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,58,0
8915,10,0,0,1,1,3,10,3455,1,13,1148,1.0,6.0,464.0,0,0,0,0,0,1,1,0,1,1,14,0,2.0,0,0,0,0,1,0,44,0
8917,15,2,0,1,1,0,11,24,1,10,570,0.0,12.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,47,0
8918,10,0,0,1,4,0,16,6184,1,25,2300,1.0,8.0,471.0,350,0,1,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,52,1
8921,5,0,0,1,2,2,16,3259,1,15,1268,2.0,0.0,600.0,0,0,0,0,0,1,1,0,1,1,16,0,2.0,0,0,0,0,1,0,50,0
8922,25,0,0,1,2,0,18,2965,1,25,2231,1.0,4.0,840.0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,0,0,0,0,1,0,30,0
8924,10,0,0,1,4,0,16,4812,1,15,1890,2.0,9.0,1197.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,34,1
8925,25,2,0,2,2,0,19,1857,1,6,1820,1.0,1.0,351.33,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,54,0
8926,5,0,0,2,2,2,16,366,1,4,1629,1.0,1.0,678.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,62,0
8927,10,2,0,1,6,2,16,2054,1,25,2006,1.0,1.0,750.0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0,0,0,0,2,0,45,0
8928,10,0,0,1,2,0,5,5198,1,4,2228,1.0,1.0,550.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,55,0
8930,10,2,0,1,4,2,15,2431,1,9,1082,1.0,6.0,400.0,0,0,1,0,0,0,0,10000,0,0,0,0,1.0,0,0,0,0,1,0,50,0
8931,15,0,0,2,6,0,5,2702,1,4,2329,0.0,0.0,700.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,7,0,29,0
8933,5,2,0,1,2,3,5,5297,1,4,301,1.0,25.0,689.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,45,0
8934,10,0,0,1,1,0,19,5046,1,18,343,2.0,2.0,366.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,39,1
8935,10,2,0,1,1,1,23,1604,1,23,1234,1.0,22.0,350.0,0,0,0,0,0,0,0,60000,0,1,24,0,2.0,0,0,0,0,1,0,23,1
8936,5,2,0,2,2,0,16,1084,1,15,415,1.0,10.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,35,0
8937,10,2,0,2,1,0,26,5642,1,25,1960,1.0,18.0,800.0,0,0,0,0,0,0,0,0,0,1,26,0,5.0,0,0,0,0,1,0,18,1
8938,15,2,0,2,6,0,6,1303,1,5,508,1.0,5.0,631.0,0,0,0,0,0,0,0,0,0,1,6,0,2.0,0,0,0,0,1,0,30,0
8939,10,0,0,1,4,0,26,5642,1,25,2103,0.0,0.0,909.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,52,1
8940,20,2,0,1,1,0,16,4335,1,22,867,2.0,5.0,370.0,0,0,0,0,0,0,0,0,0,1,23,0,2.0,0,0,0,0,1,0,38,0
8942,10,2,0,1,2,1,6,656,1,5,1328,1.0,24.0,280.0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,1,0,51,1
8943,25,2,0,1,4,0,9,988,1,10,998,1.0,20.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,68,1
8944,5,2,0,1,6,1,5,6217,1,4,2334,1.0,4.0,481.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,32,0
8945,10,1,0,2,2,2,5,2648,1,4,1018,1.0,1.0,1561.0,0,0,0,0,0,1,1,0,0,1,5,0,4.0,0,0,0,0,1,0,36,0
8946,5,2,0,1,2,2,19,4921,1,18,1860,1.0,25.0,665.62,0,1,0,0,0,0,0,0,0,1,19,0,2.0,0,0,0,0,1,0,35,0
8947,25,0,0,1,1,4,5,3784,1,4,2228,1.0,19.0,360.0,200,0,1,0,0,1,1,0,1,1,5,0,5.0,0,0,0,0,1,0,39,1
8949,10,0,0,1,2,3,0,0,0,3,1301,1.0,1.0,1037.0,0,0,0,0,0,1,1,0,0,1,4,0,2.0,0,0,0,0,1,0,34,1
8952,10,2,0,2,2,0,15,6985,1,14,1287,1.0,15.0,373.5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,41,1
8954,10,2,0,2,2,2,26,5642,1,25,1127,1.0,4.0,1063.0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0,0,0,0,1,0,34,0
8955,5,2,0,1,2,0,23,5465,1,22,966,1.0,8.0,380.0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,50,0
8957,10,2,0,2,2,0,11,912,1,10,666,1.0,1.0,450.0,0,0,0,0,0,0,0,0,0,1,11,0,2.0,0,0,0,0,2,0,27,0
8958,25,0,0,2,1,0,9,2232,1,10,2408,1.0,1.0,3400.0,0,1,1,0,0,1,1,0,1,1,0,0,0.0,0,0,0,0,1,0,43,1
8959,10,2,0,2,2,1,15,6985,1,14,623,1.0,20.0,3410.0,0,0,0,0,0,0,0,0,0,1,15,0,2.0,0,0,0,0,1,0,48,0
8960,20,0,0,1,1,0,23,4433,1,22,1974,5.0,6.0,200.0,0,0,0,0,0,1,1,0,1,1,23,0,2.0,0,0,0,0,1,0,18,0
8961,15,0,0,2,2,0,15,1099,1,14,423,1.0,27.0,450.0,0,1,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,1,0,27,0
